entite,page_nom,page_id,ad_id,debut,fin,plateformes,texte,titres,url_apercu
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1407062311098588,2026-01-27,2026-02-06,facebook,"Challenge ski de randonnée⛷

Du 1er janvier au 30 mars 2026, le Zag Skis Tour vous invite à relever un challenge de ski de randonnée chronométré, accessible à tous les passionnés de montagne, amateurs comme sportifs confirmés.

L’itinéraire débute au front de neige du Bettex et rejoint le chalet de Sous les Freddys, au cœur d’un environnement naturel préservé, avec une vue remarquable sur le Mont-Blanc.

📏 Distance : environ 3,4 km
📈 Dénivelé positif : environ +350 m

Ce parcours emblématique mêle effort, plaisir et immersion en montagne. Grâce à l’application Alpvengers, chaque participant peut mesurer son temps, se dépasser et partager son expérience.

Un défi sportif, connecté et inspirant, pour vivre la montagne autrement.

👉  Pour télécharger l’application : https://www.saintgervais.com/jai-envie/evenement-et-animation/les-evenements-alpvengers/zag-skis-tour/",,https://www.facebook.com/ads/archive/render_ad/?id=1407062311098588&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,905075978678204,2026-01-27,2026-02-06,instagram,"Challenge ski de randonnée⛷

Du 1er janvier au 30 mars 2026, le Zag Skis Tour vous invite à relever un challenge de ski de randonnée chronométré, accessible à tous les passionnés de montagne, amateurs comme sportifs confirmés.

L’itinéraire débute au front de neige du Bettex et rejoint le chalet de Sous les Freddys, au cœur d’un environnement naturel préservé, avec une vue remarquable sur le Mont-Blanc.

📏 Distance : environ 3,4 km
📈 Dénivelé positif : environ +350 m

Ce parcours emblématique mêle effort, plaisir et immersion en montagne. Grâce à l’application Alpvengers, chaque participant peut mesurer son temps, se dépasser et partager son expérience.

Un défi sportif, connecté et inspirant, pour vivre la montagne autrement.",,https://www.facebook.com/ads/archive/render_ad/?id=905075978678204&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1777217472973061,2026-01-27,2026-02-06,facebook,Retour en images sur le White Week-End 2026 🤩⛷,,https://www.facebook.com/ads/archive/render_ad/?id=1777217472973061&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1182933537162635,2026-01-27,2026-02-06,instagram,Retour en images sur le White Week-End 2026 🤩⛷️,,https://www.facebook.com/ads/archive/render_ad/?id=1182933537162635&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,830455540026123,2026-01-27,2026-03-30,facebook | instagram | audience_network | messenger,"Challenge de ski de randonnée chronométré, ouvert à tous.

Tentez le meilleur temps entre le front de neige du Bettex et Sous les Freddys, face au Mont-Blanc. ⏱️

📅 1er janvier → 30 mars 2025
📍 Secteur Bettex
📲 Inscription via Alpvengers

👉 À gagner : 1 paire de skis ZAG (1 femme / 1 homme, tirage au sort)
👉  Avantages finishers chez Sous les Freddys & L’Cabouin

Défiez-vous  sur un  itinéraire iconique avec ce challenge connecté !",Zag Ski Tour,https://www.facebook.com/ads/archive/render_ad/?id=830455540026123&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1734747417490541,2026-01-27,2026-03-31,facebook | instagram | audience_network | messenger,"Challenge ski de randonnée

Du 1er janvier au 30 mars 2026, le Zag Skis Tour vous invite à relever un challenge de ski de randonnée chronométré, accessible à tous les passionnés de montagne, amateurs comme sportifs confirmés.

L’itinéraire débute au front de neige du Bettex et rejoint le chalet de Sous les Freddys, au cœur d’un environnement naturel préservé, avec une vue remarquable sur le Mont-Blanc.

📏 Distance : environ 3,4 km
📈 Dénivelé positif : environ +350 m

Ce parcours emblématique mêle effort, plaisir et immersion en montagne. Grâce à l’application Alpvengers, chaque participant peut mesurer son temps, se dépasser et partager son expérience.

Un défi sportif, connecté et inspirant, pour vivre la montagne autrement.",Zag Skis Tour,https://www.facebook.com/ads/archive/render_ad/?id=1734747417490541&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,3259850337506955,2026-01-26,2026-01-26,facebook | instagram | audience_network | messenger,"Challenge ski de randonnée

Du 1er janvier au 30 mars 2026, le Zag Skis Tour vous invite à relever un challenge de ski de randonnée chronométré, accessible à tous les passionnés de montagne, amateurs comme sportifs confirmés.

L’itinéraire débute au front de neige du Bettex et rejoint le chalet de Sous les Freddys, au cœur d’un environnement naturel préservé, avec une vue remarquable sur le Mont-Blanc.

📏 Distance : environ 3,4 km
📈 Dénivelé positif : environ +350 m

Ce parcours emblématique mêle effort, plaisir et immersion en montagne. Grâce à l’application Alpvengers, chaque participant peut mesurer son temps, se dépasser et partager son expérience.

Un défi sportif, connecté et inspirant, pour vivre la montagne autrement.",Zag Skis Tour,https://www.facebook.com/ads/archive/render_ad/?id=3259850337506955&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,3226306140883772,2026-01-23,2026-01-24,instagram,"Zag Skis Tour - Challenge ski de randonnée

Du 1er janvier au 30 mars 2026, le Zag Skis Tour vous invite à relever un challenge de ski de randonnée chronométré, accessible à tous les passionnés de montagne, amateurs comme sportifs confirmés. 🎿

L’itinéraire débute au front de neige du Bettex et rejoint le chalet de Sous les Freddys, au cœur d’un environnement naturel préservé, avec une vue remarquable sur le Mont-Blanc.

📏 Distance : environ 3,4 km
📈 Dénivelé positif : environ +350 m

Ce parcours emblématique mêle effort, plaisir et immersion en montagne. Grâce à l’application Alpvengers, chaque participant peut mesurer son temps, se dépasser et partager son expérience.📱

Un défi sportif, connecté et inspirant, pour vivre la montagne autrement. 💪🏻",,https://www.facebook.com/ads/archive/render_ad/?id=3226306140883772&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,912936974501319,2026-01-23,2026-01-24,facebook | instagram | audience_network | messenger,"Zag Skis Tour - Challenge ski de randonnée

Du 1er janvier au 30 mars 2026, le Zag Skis Tour vous invite à relever un challenge de ski de randonnée chronométré, accessible à tous les passionnés de montagne, amateurs comme sportifs confirmés.

L’itinéraire débute au front de neige du Bettex et rejoint le chalet de Sous les Freddys, au cœur d’un environnement naturel préservé, avec une vue remarquable sur le Mont-Blanc.

📏 Distance : environ 3,4 km
📈 Dénivelé positif : environ +350 m

Ce parcours emblématique mêle effort, plaisir et immersion en montagne. Grâce à l’application Alpvengers, chaque participant peut mesurer son temps, se dépasser et partager son expérience.

Un défi sportif, connecté et inspirant, pour vivre la montagne autrement.

👉 Pour télécharger l’application : https://www.saintgervais.com/jai-envie/evenement-et-animation/les-evenements-alpvengers/zag-skis-tour/",Zag Skis Tour - Challenge ski de randonnée,https://www.facebook.com/ads/archive/render_ad/?id=912936974501319&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1076665957924360,2026-01-22,2026-01-26,facebook | instagram | audience_network | messenger,"Challenge de ski de randonnée chronométré, ouvert à tous.

Tentez le meilleur temps entre le front de neige du Bettex et Sous les Freddys, face au Mont-Blanc. ⏱️

📅 1er janvier → 30 mars 2025
📍 Secteur Bettex
📲 Inscription via Alpvengers

👉 À gagner : 1 paire de skis ZAG (1 femme / 1 homme, tirage au sort)
👉  Avantages finishers chez Sous les Freddys & L’Cabouin

Défiez-vous  sur un  itinéraire iconique avec ce challenge connecté !",Zag Ski Tour,https://www.facebook.com/ads/archive/render_ad/?id=1076665957924360&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1287440199884045,2026-01-20,2026-02-28,facebook,"Du centre-ville de Genève au sommet du Mont-Joly, sans embouteillages : défi accepté ⛷️🚆

Cornavin➡️Leman Express➡️Le Fayet➡️Télécabine du Valéen➡️Alpin➡️le Bettex… Le défi est relevé en à peine 2h pour arriver ski au pieds sur les pistes de Saint-Gervais Mont-Blanc !  🤩",De Genève aux pistes de Saint-Gervais Mont-Blanc sans embouteillages,https://www.facebook.com/ads/archive/render_ad/?id=1287440199884045&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,25637258482568243,2026-01-20,2026-02-28,instagram,"Du centre-ville de Genève au sommet du Mont-Joly, sans embouteillages : défi accepté ⛷️🚆

Cornavin➡️Leman Express➡️Le Fayet➡️Télécabine du Valéen➡️Alpin➡️le Bettex… Le défi est relevé en à peine 2h pour arriver ski au pieds sur les pistes de Saint-Gervais Mont-Blanc ! 🤩",,https://www.facebook.com/ads/archive/render_ad/?id=25637258482568243&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,867836769181521,2026-01-19,2026-02-21,facebook | instagram | audience_network | messenger,"Festival d’Hiver Gautier Capuçon à Saint-Gervais Mont-Blanc 🎼🏔️

La Fondation Gautier Capuçon vous donne rendez-vous pour trois soirées de concerts classiques portées par ses musiciens.

Une parenthèse musicale d’exception au cœur de l’hiver, à ne pas manquer. 🎻✨",Festival Gautier Capuçon,https://www.facebook.com/ads/archive/render_ad/?id=867836769181521&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1317238203563884,2026-01-19,2026-01-24,facebook | instagram | audience_network | messenger,,Festival Gautier Capuçon | Festival Gautier Capuçon | Festival Gautier Capuçon | Festival Gautier Capuçon,https://www.facebook.com/ads/archive/render_ad/?id=1317238203563884&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1208898031346393,2026-01-19,2026-02-18,facebook,"Saint-Gervais Mont-Blanc et la Fondation Gautier Capuçon vous donnent rendez-vous pour trois soirées de concerts classiques, accompagnées de tables rondes et d’ateliers en journée. 🎉

Un événement unique qui mêle musique, échanges et découvertes dans une ambiance conviviale et artistique ! 🎻

Les artistes en lumière : 

👉 Rino YOSHIMOTO (violon) & Karen KURONUMA (piano)
Le duo japonais propose un dialogue entre répertoires européens et japonais, de Grieg et Debussy à Narita et Takemitsu, pour un voyage tout en finesse et en émotions.

👉 Maya OGANYAN (piano)
À seulement 19 ans, la pianiste russe offre un programme inspiré autour de Chopin et Scriabine, entre romantisme et modernité naissante.

👉 Leon HAFFNER (violon) & Francesco TAMBURINI (violoncelle)
Un duo franco-italien qui explore la richesse du répertoire pour cordes, de Boccherini à Ravel, en passant par Honegger et Xenakis.

Une expérience musicale d’exception à vivre au cœur de Saint-Gervais Mont-Blanc. 🎼 

🔎 Plus d'informations : https://www.saintgervais.com/jai-envie/evenement-et-animation/festival-dhiver-gautier-capucon/",Festival d’hiver Gautier Capuçon 2026,https://www.facebook.com/ads/archive/render_ad/?id=1208898031346393&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1469993844544572,2026-01-16,2026-01-24,instagram,"Les plaisirs de l’hiver à Saint-Gervais Mont-Blanc ! 😍

Rien de tel qu’une randonnée en raquette au départ du Plateau de la Croix en direction de Porcherey pour profiter de la montagne vêtue de son beau manteau blanc ❄️⛰️",,https://www.facebook.com/ads/archive/render_ad/?id=1469993844544572&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1359570942594834,2026-01-16,2026-02-01,facebook | messenger,"Les plaisirs de l’hiver à Saint-Gervais Mont-Blanc !  😍

Rien de tel qu’une randonnée en raquette au départ du Plateau de la Croix en direction de Porcherey pour profiter de la montagne vêtue de son beau manteau blanc ❄️⛰️",,https://www.facebook.com/ads/archive/render_ad/?id=1359570942594834&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1845170522788540,2026-01-13,2026-01-19,facebook,"Saint-Gervais Mont-Blanc et la Fondation Gautier Capuçon vous donnent rendez-vous pour trois soirées de concerts classiques, accompagnées de tables rondes et d’ateliers en journée. 🎉

Un événement unique qui mêle musique, échanges et découvertes dans une ambiance conviviale et artistique ! 🎻

Les artistes en lumière : 

👉 Rino YOSHIMOTO (violon) & Karen KURONUMA (piano)
Le duo japonais propose un dialogue entre répertoires européens et japonais, de Grieg et Debussy à Narita et Takemitsu, pour un voyage tout en finesse et en émotions.

👉 Maya OGANYAN (piano)
À seulement 19 ans, la pianiste russe offre un programme inspiré autour de Chopin et Scriabine, entre romantisme et modernité naissante.

👉 Leon HAFFNER (violon) & Francesco TAMBURINI (violoncelle)
Un duo franco-italien qui explore la richesse du répertoire pour cordes, de Boccherini à Ravel, en passant par Honegger et Xenakis.

Une expérience musicale d’exception à vivre au cœur de Saint-Gervais Mont-Blanc. 🎼 

🔎 Plus d'informations : https://www.saintgervais.com/jai-envie/evenement-et-animation/festival-dhiver-gautier-capucon/",Festival d’hiver Gautier Capuçon 2026,https://www.facebook.com/ads/archive/render_ad/?id=1845170522788540&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,852122447811613,2026-01-13,2026-01-29,facebook | instagram | audience_network | messenger,"Découvrez un festival de musique classique exceptionnel 🤩

Cet événement, organisé en collaboration avec l’Ecole de Musique de Saint-Gervais, propose trois soirées exceptionnelles de musique classique à l’église de Saint-Gervais avec des artistes lauréats de la Fondation Gautier Capuçon. 🎻",Festival Gautier Capuçon,https://www.facebook.com/ads/archive/render_ad/?id=852122447811613&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1294840272669632,2026-01-07,2026-03-31,facebook | instagram | audience_network | messenger,"🚆Évadez-vous à Saint-Gervais Mont-Blanc en train ! ❄️

Voyagez avec TER Auvergne Rhône-Alpes ou Léman Express et profitez de -10% sur votre forfait de ski 1 ou 2 jours à Saint-Gervais Mont Blanc*. 

📲Réservez votre escapade dès maintenant !

*Conditions et détails sur :  www.ski-saintgervais.com/fr/offre-ter",Réservez votre escapade !,https://www.facebook.com/ads/archive/render_ad/?id=1294840272669632&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,861488620071828,2026-01-07,2026-03-24,facebook | instagram | audience_network | messenger,"Achetez en avance, ça fait la différence ⛷️

Vos forfaits ski journée Évasion Mont-Blanc au meilleur prix grâce à Saint-Gervais Ski deal*

Je glisse sur l’offre 👇

*Conditions et détails sur www.saintgervaisskideal.com",L'offre de l'hiver !,https://www.facebook.com/ads/archive/render_ad/?id=861488620071828&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,872754275139007,2026-01-07,2026-01-24,facebook,"❄️  White Weekend – 7ᵉ édition ❄️

Les 24 & 25 janvier 2026, venez skier à Saint-Gervais et profitez d’un week-end unique avec de nombreuses activités gratuites : 

👉 Initiation au ski de randonnée,
👉 Recherche en avalanche,
👉 Randonnée en raquettes,
👉 Slalom chronométré,
👉 Biathlon, 
👉 Visite d’un engin de damage,
👉 Massages, yoga … et bien d’autres expériences à vivre ! 🤩",White Weekend,https://www.facebook.com/ads/archive/render_ad/?id=872754275139007&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1447495866969856,2026-01-05,2026-01-26,facebook | instagram | audience_network | messenger,,La diagonale du Mont-Joly | La diagonale du Mont-Joly | La diagonale du Mont-Joly | La diagonale du Mont-Joly,https://www.facebook.com/ads/archive/render_ad/?id=1447495866969856&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,4230381053847500,2026-01-05,2026-01-16,facebook,"Parce que la promesse d'une bonne année, Commence toujours par une belle randonnée ! 😍

📍 Miage",,https://www.facebook.com/ads/archive/render_ad/?id=4230381053847500&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1545897046620776,2026-01-05,2026-01-15,instagram,,Saint-Gervais Mont-Blanc (@saintgervais_montblanc) • Instagram photos and videos | Saint-Gervais Mont-Blanc (@saintgervais_montblanc) • Instagram photos and videos | Saint-Gervais Mont-Blanc (@saintgervais_montblanc) • Instagram photos and videos | Saint-Gervais Mont-Blanc (@saintgervais_montblanc) ,https://www.facebook.com/ads/archive/render_ad/?id=1545897046620776&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,2322413291566052,2026-01-02,2026-03-23,facebook | instagram | audience_network | messenger,"Votre avis nous intéresse ! 🥰 Habitant, résident secondaire, fidèle vacancier ou visiteur occasionnel… Que retenez-vous de votre expérience à Saint-Gervais cet été ? ❄","Donnez votre avis | Saint-Gervais Mont-Blanc – Montagne, Glisses, Thermalisme et Bien-Vivre",https://www.facebook.com/ads/archive/render_ad/?id=2322413291566052&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1269197415044261,2025-12-30,2026-01-14,facebook | instagram | audience_network | messenger,"Découvrez un festival de musique classique exceptionnel 🤩

Cet événement, organisé en collaboration avec l’Ecole de Musique de Saint-Gervais, propose trois soirées exceptionnelles de musique classique à l’église de Saint-Gervais avec des artistes lauréats de la Fondation Gautier Capuçon. 🎻",Festival Gautier Capuçon,https://www.facebook.com/ads/archive/render_ad/?id=1269197415044261&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1189304489953953,2025-12-30,2025-12-30,facebook | instagram | audience_network | messenger,"Découvrez un festival de musique classique exceptionnel : 

Cet événement, organisé en collaboration avec l’Ecole de Musique de Saint-Gervais, propose trois soirées exceptionnelles de musique classique à l’église de Saint-Gervais avec des artistes lauréats de la Fondation Gautier Capuçon.",Découvrez Gautier Capuçon,https://www.facebook.com/ads/archive/render_ad/?id=1189304489953953&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1568887714240940,2025-12-30,2026-01-04,facebook | instagram | audience_network,Depuis quelques jours une mer de nuages s'est installée dans la vallée. Un spectacle grandiose à contempler sans modération... depuis les hauteurs ! ❄️🏔️,,https://www.facebook.com/ads/archive/render_ad/?id=1568887714240940&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1859110411408861,2025-12-30,2026-01-26,facebook | instagram | audience_network | messenger | threads,"La course de ski de randonnée incontournable du Pays du Mont-Blanc, «La Diagonale du Mont-Joly» est de retour, redécouvrez ce parcours emblématique. ⛷️

Que ce soit pour le kilomètre vertical ou la mini DMJ, il y en aura pour tous les niveaux.

La course partira du bas du télésiège des Chattrix (Saint-Nicolas de Véroce) à 1200m, empruntera successivement les pistes de la petite puis de la grande épaule pour se terminer au sommet du télésiège du l’épaule à 2135m soit 935m de dénivelé. ↗🏔

La Mini DMJ, quant à elle, arrive au sommet du nouveau télésiège des Chattrix altitude 1660m avec ses 460m de dénivelé.

Dossard à récupérer entre 17h00 et 18h00 devant les Chattrix.

Pour clôturer la soirée, un repas chaud sera proposé par le restaurant le Schuss au Plateau de la Croix à tous les concurrents et accompagnateurs (repas compris dans l’inscription, tarif spécial pour les accompagnateurs).

✅Matériel obligatoire : Frontale, portable et coupe-vent
✅Matériel conseillé : Réserve d'eau, vêtements chauds

Tarifs : 💶
25€ en ligne
30€ sur place
20€ pour les accompagnants souhaitant s’inscrire au repas.

Les infos pratiques : 🎉
👉Inscription dans la limite des places disponibles (max 110 concur",DMJ - Diagonale du Mont-Joly 2026,https://www.facebook.com/ads/archive/render_ad/?id=1859110411408861&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1796964231013626,2025-12-29,2026-01-16,facebook | instagram | audience_network | messenger,"Connaissez-vous l'alambic de Jean Roger ? Véritable institution locale, ce bouilleur de cru ambulant ne se contente pas de distiller les fruits : il distille la bonne humeur au cœur du village. 🏔️

Pour soigner les petits ""bobos à la tête"" ou simplement perpétuer les gestes d'antan, le passage de Jean Roger à Saint-Gervais est un moment de partage et de patrimoine unique en son genre. Comme les habitués le disent si bien : ""C’est un truc traditionnel, tout le monde est heureux de le voir arriver"" !

Un savoir-faire qui réchauffe (littéralement) le cœur et entretien nos belles traditions de montagnes ! 🔥","Saint-Gervais Mont-Blanc, terre de tradition ❤️🍇",https://www.facebook.com/ads/archive/render_ad/?id=1796964231013626&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,846878078230711,2025-12-26,2025-12-29,facebook | instagram | audience_network | messenger,"Connaissez-vous l'alambic de Jean Roger ? Véritable institution locale, ce bouilleur de cru ambulant ne se contente pas de distiller les fruits : il distille la bonne humeur au cœur du village. 🏔️

Pour soigner les petits ""bobos à la tête"" ou simplement perpétuer les gestes d'antan, le passage de Jean Roger à Saint-Gervais est un moment de partage et de patrimoine unique en son genre. Comme les habitués le disent si bien : ""C’est un truc traditionnel, tout le monde est heureux de le voir arriver"" !

Un savoir-faire qui réchauffe (littéralement) le cœur et entretien nos belles traditions de montagnes ! 🔥","Saint-Gervais Mont-Blanc, terre de tradition ❤️🍇",https://www.facebook.com/ads/archive/render_ad/?id=846878078230711&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1596026951414111,2025-12-26,2026-01-05,instagram,"Lumières Saint-Gervais Mont-Blanc 💫🏔️

Une semaine féérique commence au coeur du village. Découvrez un parcours artistique unique qui illumine les nuits de Saint-Gervais et émerveille les petits & les grands ! 🌠
 
Ouvrez grand les yeux, la magie commence ici 🤩",,https://www.facebook.com/ads/archive/render_ad/?id=1596026951414111&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,762039446911839,2025-12-24,2025-12-26,instagram,"Lumières Saint-Gervais Mont-Blanc 💫🏔️

Une semaine féérique commence au coeur du village. Découvrez un parcours artistique unique qui illumine les nuits de Saint-Gervais et émerveille les petits & les grands ! 🌠
 
Ouvrez grand les yeux, la magie commence ici 🤩",,https://www.facebook.com/ads/archive/render_ad/?id=762039446911839&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1619937272758041,2025-12-24,2026-01-01,facebook | messenger,"Une semaine féérique commence au coeur du village. Découvrez un parcours artistique unique qui illumine les nuits de Saint-Gervais et émerveille les petits & les grands ! 🌠

Ouvrez grand les yeux, la magie commence ici 🤩",Lumières Saint-Gervais Mont-Blanc 💫🏔️,https://www.facebook.com/ads/archive/render_ad/?id=1619937272758041&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,4137257339847178,2025-12-24,2026-01-04,facebook | instagram | audience_network,"L’hiver est là, et les couchers de soleil sur le Mont-Blanc sont de retour. À vos appareils… prêts, capturez ! 🌄🧡",,https://www.facebook.com/ads/archive/render_ad/?id=4137257339847178&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1409169377506506,2025-12-23,2025-12-29,facebook | instagram | audience_network,"Les vacances débutent à Saint-Gervais, prêt à vivre la magie de Noel au pied du Mont-Blanc ? ❄️✨",,https://www.facebook.com/ads/archive/render_ad/?id=1409169377506506&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1890757275659122,2025-12-19,2026-01-14,facebook,"Saint-Gervais Mont-Blanc et la Fondation Gautier Capuçon vous donnent rendez-vous pour trois soirées de concerts classiques, accompagnées de tables rondes et d’ateliers en journée. 🎉

Un événement unique qui mêle musique, échanges et découvertes dans une ambiance conviviale et artistique ! 🎻

Les artistes en lumière : 

👉 Rino YOSHIMOTO (violon) & Karen KURONUMA (piano)
Le duo japonais propose un dialogue entre répertoires européens et japonais, de Grieg et Debussy à Narita et Takemitsu, pour un voyage tout en finesse et en émotions.

👉 Maya OGANYAN (piano)
À seulement 19 ans, la pianiste russe offre un programme inspiré autour de Chopin et Scriabine, entre romantisme et modernité naissante.

👉 Leon HAFFNER (violon) & Francesco TAMBURINI (violoncelle)
Un duo franco-italien qui explore la richesse du répertoire pour cordes, de Boccherini à Ravel, en passant par Honegger et Xenakis.

Une expérience musicale d’exception à vivre au cœur de Saint-Gervais Mont-Blanc. 🎼 

🔎 Plus d'informations : https://www.saintgervais.com/jai-envie/evenement-et-animation/festival-dhiver-gautier-capucon/",Festival d’hiver Gautier Capuçon 2026,https://www.facebook.com/ads/archive/render_ad/?id=1890757275659122&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1043915861479414,2025-12-19,2025-12-22,facebook | instagram | audience_network | messenger,"Grande descente aux flambeaux du Mont d'Arbois ! ✨🏔️

Rendez vous dimanche 21 decembre pour une descente aux flambeaux à Saint Gervais au départ du Mont d'arbois. Rendez vous à 16h à la gare du Bettex. Forfait de ski obligatoire. Vin chaud et jus de pomme chaud à la fin de l'événement. Niveau 1* Etoile obligatoire. ⛷️",Descente aux flambeaux,https://www.facebook.com/ads/archive/render_ad/?id=1043915861479414&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1109562937778037,2025-12-18,2025-12-23,instagram,,Saint-Gervais Mont-Blanc (@saintgervais_montblanc) • Instagram photos and videos | Saint-Gervais Mont-Blanc (@saintgervais_montblanc) • Instagram photos and videos | Saint-Gervais Mont-Blanc (@saintgervais_montblanc) • Instagram photos and videos | Saint-Gervais Mont-Blanc (@saintgervais_montblanc) ,https://www.facebook.com/ads/archive/render_ad/?id=1109562937778037&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,875112055690482,2025-12-18,2025-12-24,facebook,"Nos artisans ont du talent 🤩

Connaissez-vous Ski Bois Tardy ? Des skis en bois fabriqués de manière artisanale à Saint-Gervais par Cyril, un passionné de ski et de menuiserie. Héritant de l'amour du bois de son grand-père menuisier, il rachète la marque Ski Bois Tardy à Monsieur Tardy en 2012 et passe 9 mois à se former à ses côtés pour perfectionner son savoir-faire. 🛠️🪵

Cyril est fier de fabriquer des skis en bois qui incarnent la qualité, la traçabilité des produits et les considérations environnementales, le tout pour un résultat à la hauteur de toutes les attentes en matière de skiabilité. ⛷

Un savoir-faire artisanal français, 100% Saint-Gervolain 🇫🇷",,https://www.facebook.com/ads/archive/render_ad/?id=875112055690482&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1424783689208264,2025-12-16,2025-12-21,facebook | messenger,Retour en images sur l’ouverture du domaine skiable de Saint-Gervais Mont-Blanc. ❄️ Quel plaisir de pouvoir rechausser sa paire de skis !  🎿,,https://www.facebook.com/ads/archive/render_ad/?id=1424783689208264&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1532544894618534,2025-12-16,2025-12-21,instagram,Retour en images sur l’ouverture du domaine skiable de Saint-Gervais Mont-Blanc. ❄️ Quel plaisir de pouvoir rechausser sa paire de skis ! 🎿,,https://www.facebook.com/ads/archive/render_ad/?id=1532544894618534&access_token=JETON_RETIRE
Gervais (Danone),Saint-Gervais Mont-Blanc,415081165201286,1711494393143521,2025-12-15,2026-01-20,facebook | instagram | audience_network | messenger,"Festival d'Hiver de la Fondation Gautier Capuçon 🤩

La Fondation Gautier Capuçon présente 3 soirées de concerts classiques par ses musiciens, accompagnées de tables rondes et d’ateliers en journée. Un rendez-vous unique mêlant musique, échange et découverte dans une ambiance conviviale et artistique. ✨

Ce rendez-vous unique allie harmonieusement musique, partage et découvertes dans une atmosphère chaleureuse, conviviale et artistique.

Le rendez-vous musical de l'hiver à ne pas manquer ! 🎻",Festival Gautier Capuçon,https://www.facebook.com/ads/archive/render_ad/?id=1711494393143521&access_token=JETON_RETIRE
