id,date,createur,pays_createur,marques,label,video,releve_le
v0f044gc0000cmr9flfog65vqfduifl0,20240128,princesselilyy,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/o0fbDffVIEGeIXmP0ALgFE92EOjSAGpqmGxrvm~tplv-noop.image?dr=18692&refresh_token=4f8ac4e2&x-expires=1787658395&x-signature=to0qidSNodRKngQFKftwfc7cfF0%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v0",2026-08-25 05:39 UTC
v24044gl0000d5p7ag7og65iuee0khh0,20260122,frenchtouchofmakeup,,,Paid Partnership,"[{""url"": ""https://v77.tiktokcdn.com/33518e08b93715e72ee741793498d6dd/6a8d802a/video/tos/useast2a/tos-useast2a-ve-68c810-euttp/ow8wYtZiaP9EUB5KGQ1atAERyyXQIBJsBdiir/?a=475769&bti=ODM6N2YuLjY6&&bt=1300&ft=.NpOcInz7ThFzykGXq8Zmo&mime_type=video_mp4&rc=Z2dlZjpnM2Y1Njs6OzQ2M0BpM2szaGw5cmo6ODMzbzczNUAvMGA",2026-08-25 05:39 UTC
v24044gl0000cu54bgnog65mvd5cvblg,20250117,agatheduchemin,,,Paid Partnership,"[{""url"": ""https://v77.tiktokcdn.com/1dd8c6dad45a082afc8dafb0a84c471d/6a8d801f/video/tos/useast2a/tos-useast2a-ve-68c810-euttp/osehiIFIFDLLskWQgIfFbHAZX7uAePPSGIjUIM/?a=475769&bti=ODM6N2YuLjY6&&bt=1033&ft=.NpOcInz7ThFzykGXq8Zmo&mime_type=video_mp4&rc=Ozw7Ozo6aGc5PDs3ZTg8NkBpamVmZ3A5cmo3eDMzbzczNUAvX2",2026-08-25 05:39 UTC
v0f044gc0000cp15t9nog65hp11ogdpg,20240513,yael.pg,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/17d2a411d76343efba7a122195baf4d6_1715626451~tplv-noop.image?dr=18692&refresh_token=f6933686&x-expires=1787658269&x-signature=icbpfMF7QFovLaLe%2BHlaDzizDWI%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Vid",2026-08-25 05:39 UTC
v0f044gc0000clbmqqvog65lj9qb6e7g,20231117,cequenousommes,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/3f7c4b5b73bc4daa827e4adef995c858_1700228614~tplv-noop.image?dr=18692&refresh_token=423e78e5&x-expires=1787658277&x-signature=FyhkI2Vc7TKs1rukArsC6ErEBY4%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Video",2026-08-25 05:39 UTC
v0f044gc0000cl4blbfog65vb4c3pin0,20231106,nghienreviewdongvat1,,,Promotional Content,"[{""url"": ""https://v77.tiktokcdn.com/48f10e2ac45d4695c1f897a01c4cd5af/6a8d808e/video/tos/useast2a/tos-useast2a-ve-68c810-euttp/oIqSDfftEE8PEzuyWQlQFBRIIMRLA08udD5Wg2/?a=475769&bti=ODM6N2YuLjY6&&bt=1341&ft=.NpOcInz7ThFzykGXq8Zmo&mime_type=video_mp4&rc=ZDs4aGY8NDxoZWQ2ZDQ5OkBpM2w2N3k5cmVlbzMzZjczM0A1Xi",2026-08-25 05:39 UTC
v0f044gc0000cr84etfog65naotba9eg,20240829,palmyre,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/a65a3fb6b77e4e33b1570f694cada81a_1724926275~tplv-noop.image?dr=18692&refresh_token=712788a6&x-expires=1787658320&x-signature=7h3HmX9wJt8ZBgy6Ba0AojLrxpw%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Video",2026-08-25 05:39 UTC
v24044gl0000cti1vunog65skkc2j8sg,20241219,maviedepapagay,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/owDj6E5IfQQy6FhIRI5fbBeKUTUyDjASIOQDAL~tplv-noop.image?dr=18692&refresh_token=65d46e64&x-expires=1787658314&x-signature=DyUvbr4OPHqLNp6z8xVOlm3vJ7Y%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v24044gl0000cu0004nog65vkhaoqhlg,20250109,younasbaik,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oAHARFfEqggLnSrkpIBARNAl7FITFWE7DfKAAA~tplv-noop.image?dr=18692&refresh_token=aa814793&x-expires=1787658340&x-signature=iHf3HNitbkBjmXNYDE8%2BGqwju7E%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v0f044gc0000ch8im3jc77u82cb4jj9g,20230502,mllexchloe,,,Paid Partnership,"[{""cover_image_url"": ""https://p19-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/d6e1247f27864a7c87e494b14d62c86c_1683041054~tplv-noop.image?dr=18692&refresh_token=54b32c4b&x-expires=1787658269&x-signature=0Z3ZkZihPfWpH76Q2EQuwB0RluM%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Video",2026-08-25 05:39 UTC
v0f044gc0000cs1ue1nog65n90ntbo4g,20241007,fasha.thioune07,,,Promotional Content,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/78c3a96957554e9cb6f713f727b77892_1728309157~tplv-noop.image?dr=18692&refresh_token=fad42676&x-expires=1787658337&x-signature=B%2F54Dk764uRTuB6KqAfSfvBRy9o%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Vid",2026-08-25 05:39 UTC
v24044gl0000cvi2jffog65jfdqumnmg,20250326,tristandefeuilletvang,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oYnCkgk99BvQCAFRmFWQuJqOe5EvgqfjomLDEa~tplv-noop.image?dr=18692&refresh_token=e62c5ca2&x-expires=1787658286&x-signature=0DDiwlWH6X7mtVrcsAotDliSnWw%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v0f044gc0000co63p2vog65lf0os8o00,20240402,kynenecha,,,Paid Partnership,"[{""url"": ""https://v77.tiktokcdn.com/a8a756777fdb9c1953052c304bf40b75/6a8d8034/video/tos/useast2a/tos-useast2a-ve-68c810-euttp/o8LDEeBDQyqRAIHgmKEgDiFdEEDMPDfPBYQADn/?a=475769&bti=ODM6N2YuLjY6&&bt=1757&ft=.NpOcInz7ThFzykGXq8Zmo&mime_type=video_mp4&rc=PGQ2O2lpOGg5ZTw2OWk3NUBpM3J2M285cjU2cjMzZjczM0AuNS",2026-08-25 05:39 UTC
v0f044gc0000cstlqunog65m338isb50,20241118,beautygardenoff,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/o87NhEvBnE2BIuzCGXBKgnLa7AlAEi6HiBWeIo~tplv-noop.image?dr=18692&refresh_token=551b9543&x-expires=1787658289&x-signature=h19s5MhxryBTx6BepCFFXPZveS0%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v0",2026-08-25 05:39 UTC
v24044gl0000d2rd5vfog65rvaahbu4g,20250902,annabi_ai,,,Paid Partnership,"[{""cover_image_url"": ""https://p19-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oI8ErGFteEDW93BALJxgfSE9o2IARRoFkEwt0B~tplv-noop.image?dr=18692&refresh_token=4cfc54cb&x-expires=1787658251&x-signature=Cv8P3XYotXBgup%2BOIdy3jx2gc%2F8%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=",2026-08-25 05:39 UTC
v24044gl0000d4ljdifog65ulnbiunf0,20251129,charlotte.vidl,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ogyr2S1tIrimALngeDIItALS4TUVDeG6IIjeju~tplv-noop.image?dr=18692&refresh_token=e50e6544&x-expires=1787658303&x-signature=NLQEULWeOeu%2FtNXFJt7SPJ8AXtY%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v24044gl0000d0mp0qfog65r0s21a2eg,20250521,jowicklecoach,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ostQksjBBIATdt7gAViByLI0CAfP0ZCEivwwCF~tplv-noop.image?dr=18692&refresh_token=a68a1b3a&x-expires=1787658273&x-signature=pSZLqaKd0BqmBlecumaEfq6bQa8%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v24044gl0000cvuj0tvog65um6c837vg,20250414,kenza.wldrf,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ogDY9LfBEEPTPFVIDP9DA3IfEfILMIzAjD3Dqu~tplv-noop.image?dr=18692&refresh_token=708dcb7c&x-expires=1787658297&x-signature=F30iJvdxsT9OzuB4w60jkZArgTw%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v26044gc0000d8air8vog65h90dgo3fg,20260526,tamaf_officiel,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-useast2a-p-0037-euttp/oYkEaPGDDDLFYmYVWfFwQ2IERAivC3jfE0Bq1S~tplv-noop.image?dr=18692&refresh_token=7d787a16&x-expires=1787658295&x-signature=1dnDyJ4DmqxhEQI6sKp1PvXU9S0%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Video",2026-08-25 05:39 UTC
v24044gl0000cuq6h8fog65qul478b1g,20250218,amandineyk,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ogfzk0IaC8B2h0niOaiRQIMTCDRUIwA6jLCy9A~tplv-noop.image?dr=18692&refresh_token=284db24b&x-expires=1787658302&x-signature=b2YlVdUI%2Fm40Ki2RAWHRuDMVt%2B8%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=",2026-08-25 05:39 UTC
v0f044gc0000cjk5s1bc77u91bs9s37g,20230825,klavina.ptc,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/5256dcaff01440a2b03b06cb288a415f_1692951074~tplv-noop.image?dr=18692&refresh_token=bc65b2d9&x-expires=1787658268&x-signature=8s%2B5kGLPMhFyyTtX%2F26EDB%2BoNn4%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1",2026-08-25 05:39 UTC
v24044gl0000cud90dvog65t2bhdtbog,20250129,d.linamei,,,Promotional Content,"[{""cover_image_url"": ""https://p19-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/owFAzvqnmA99FX3GE6cpeRkBkyafQsWEEJigQD~tplv-noop.image?dr=18692&refresh_token=8a71d722&x-expires=1787658319&x-signature=KHS2ylKie%2BvU3%2Bs8wUqw%2FDuWO84%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoI",2026-08-25 05:39 UTC
v24044gl0000d7gj7o7og65ltue4ucmg,20260416,fabiancrfx,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ooaeIaL8xnQBeZFCWBGAQfhXGvnAaGPRdMIEew~tplv-noop.image?dr=18692&refresh_token=9f0a3b27&x-expires=1787658368&x-signature=knquk3lnde4yq9K9z%2FNms2YaBuY%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v0f044gc0000ck3jua3c77u9kap0d8u0,20230917,family_kante,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/6ff4a5498779403ea8cbde1815ea5c17_1694973984~tplv-noop.image?dr=18692&refresh_token=977b33b1&x-expires=1787658296&x-signature=PKCa5XrjM4aLhCc4f5iKpf%2FJp%2Bw%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&V",2026-08-25 05:39 UTC
v0f044gc0000ct1em8fog65qacdjkj30,20241124,angiemaman.youtube,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/okFsnoLnQAW0DmhIE0juSR1BPiFfQfZTEpMQQD~tplv-noop.image?dr=18692&refresh_token=4aabf411&x-expires=1787658287&x-signature=8ojAd8AtWN%2BLe85aFIAlHPRMGkY%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=",2026-08-25 05:39 UTC
v24044gl0000cv6tr2vog65ndi7tsur0,20250309,esther.bbt,,,Paid Partnership,"[{""url"": ""https://v77.tiktokcdn.com/dc23267f5be3fb2692a41c70b493f4c2/6a8d8034/video/tos/useast2a/tos-useast2a-ve-68c810-euttp/osLs8KyPmAe8L9XgIdj7ujuDI7beI0ebIssAQG/?a=475769&bti=ODM6N2YuLjY6&&bt=914&ft=.NpOcInz7ThtzykGXq8Zmo&mime_type=video_mp4&rc=aDhnPDw4Omc4MzlnPDU7NkBpM3h3bHE5cjV3eTMzbzczNUBiLWM",2026-08-25 05:39 UTC
v0f044gc0000cp1lvsnog65pqt97tgt0,20240514,loickohlanta,,,Paid Partnership,"[{""url"": ""https://v77.tiktokcdn.com/3ed94a4181420b524e133ae9ade136e2/6a8d803d/video/tos/useast2a/tos-useast2a-ve-68c810-euttp/oEEEgEzQjfTIMAjfEN6hprwIqw7DIEFyerHGPe/?a=475769&bti=ODM6N2YuLjY6&&bt=626&ft=.NpOcInz7ThtzykGXq8Zmo&mime_type=video_mp4&rc=Mzs0Nzk2Z2Y3OWU3MzQ4O0BpM2o6d3M5cnZvczMzZjczM0AtLzY",2026-08-25 05:39 UTC
v09044g40000cedlgdjc77uan9mckdgg,20221215,lucasenparle,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-maliva-p-0068/o0EKEhfPbmkbANqbgBzAIwzKIuxoWAiCQahzND~tplv-noop.image?dr=18692&refresh_token=3984026c&x-expires=1787658277&x-signature=n%2Ba1od6%2BNlj5jvSJdSH0RcWdZhY%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v",2026-08-25 05:39 UTC
v0f044gc0000cllmcd7og65riag8gto0,20231202,elcorsico_,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/1fb82c4e3a8149e38c63b13add8beb35_1701537452~tplv-noop.image?dr=18692&refresh_token=bc5170aa&x-expires=1787658306&x-signature=l4QVlcUFouzuVya4Z14KCiWUQco%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Video",2026-08-25 05:39 UTC
v26044gc0000d9me40nog65gdli6ptj0,20260731,stundzow_twitch,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-useast2a-p-0037-euttp/ooA09LavsRmw5EPqBiIEasiBBznnWm9ZiAvgb~tplv-noop.image?dr=18692&refresh_token=c1d62ccc&x-expires=1787658305&x-signature=OhwbITUsZgrUJvwEuio8WSt%2BD1I%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Vide",2026-08-25 05:39 UTC
v26044gc0000d84o9jvog65v2fs5rtrg,20260517,setouden.pdg3,,,Promotional Content,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-useast2a-p-0037-euttp/oMhJYLGSGRNliIEfpJIIfMGAhBdASeWhJoe39I~tplv-noop.image?dr=18692&refresh_token=7a7fb6ee&x-expires=1787658264&x-signature=nf6oVbD%2F%2BnuZiL3jxiTasSbg25g%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&V",2026-08-25 05:39 UTC
v26044gc0000d98lfcnog65pfsct58q0,20260710,yanissasurtiktok,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-useast2a-p-0037-euttp/oEDoxy0fjUEjNMGjDnDRSeFq9MUogAyIfcWpII~tplv-noop.image?dr=18692&refresh_token=f49a6c10&x-expires=1787658257&x-signature=plybnhZAxMiXSfNU8%2BDG01%2FrHPY%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&V",2026-08-25 05:39 UTC
v0f044gc0000cjgvvdrc77u23lfjq2ag,20230820,hsn_ben999,,,Promotional Content,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/owvweEbIz88ffEACghtCAQAQ9fHV3JGIZCVjji~tplv-noop.image?dr=18692&refresh_token=cb349438&x-expires=1787658321&x-signature=U0UyZDcmaaBGYkeWxKTfs9deKQQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v0",2026-08-25 05:39 UTC
v0f044gc0000cnphm2nog65lv6dgqh4g,20240314,louannpoy,,,Paid Partnership,"[{""url"": ""https://v77.tiktokcdn.com/c1eef5dfcf62a320207f9238175821e3/6a8d8018/video/tos/useast2a/tos-useast2a-ve-68c810-euttp/oERzRxJMlIPDEWDrGB8FAPsEEsDQebANKQfsxZ/?a=475769&bti=ODM6N2YuLjY6&&bt=1509&ft=.NpOcInz7ThtzykGXq8Zmo&mime_type=video_mp4&rc=OjgzOzY3NWk4aDk7Ojc1NkBpamtqOW85cjVrcTMzZjczM0BgXz",2026-08-25 05:39 UTC
v24044gl0000d0so1dnog65s47aad710,20250530,yousafzai13,,,Promotional Content,"[{""url"": ""https://v77.tiktokcdn.com/2e5803ef771e824db2c3e078b208d470/6a8d804d/video/tos/useast2a/tos-useast2a-ve-68c810-euttp/o4ICvDEBt5YInB8YlaREmdBwCSJtQAIiAmgiZ/?a=475769&bti=ODM6N2YuLjY6&&bt=1113&ft=.NpOcInz7ThtzykGXq8Zmo&mime_type=video_mp4&rc=aDk7NDk1aGY7ODlpNGk8O0BpMzpkOnY5cmdyMzMzbzczNUAyYF9",2026-08-25 05:39 UTC
v0f044gc0000cqogd6nog65t7e80b000,20240805,nobodyxantho,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/039e582b407f415cad5af5cbe237175f_1722877736~tplv-noop.image?dr=18692&refresh_token=1bf73e90&x-expires=1787658303&x-signature=IcabmPYpYhkXnWjNSaaUTLY7jpk%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Video",2026-08-25 05:39 UTC
v24044gl0000d0abn9fog65qvpsj85kg,20250502,noemiemtouch,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oUSE0UFFFIDMl1CAupdgfnEfoUImRVkFkHDLvB~tplv-noop.image?dr=18692&refresh_token=cc916cb3&x-expires=1787658272&x-signature=KUA1dJtlbd%2BeqIwMdVaxM2VRNaY%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v0f044gc0000cs8iirvog65tmlgpmd10,20241017,helena.bu1,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/daa6df2a04bb405591d7396ca3145dab_1729178217~tplv-noop.image?dr=18692&refresh_token=808bc198&x-expires=1787658295&x-signature=k53HaEJEq3tkSes5fKjtF%2FnaBhQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Vid",2026-08-25 05:39 UTC
v26044gc0000d9or537og65t1g4guk20,20260804,camillembaye,,,Paid Partnership,"[{""cover_image_url"": ""https://p19-common-sign.tiktokcdn.com/tos-useast2a-p-0037-euttp/oMVnPPMEIAiDg9xBkdys0BiZBjF0UGAAlIaCE~tplv-noop.image?dr=18692&refresh_token=7ac375ee&x-expires=1787658279&x-signature=PEKzK1MvxA61WA8UlnDA6yc7yp8%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoI",2026-08-25 05:39 UTC
v24044gl0000ctrbofnog65sn2mjspdg,20250102,farahdisiaque,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oMIygIVeXGlgTEIj9f7O4NLhszJGrHALA5yfaD~tplv-noop.image?dr=18692&refresh_token=10374967&x-expires=1787658328&x-signature=KFwq3GUfOyvi49QE0jKjcR%2BfzLQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v0f044gc0000csjp0hnog65tlo4kijk0,20241103,ouadi.nacer,,,Promotional Content,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/o0vIECQro9R6UMgnTmAxIZlkoBiZhzAekJBnhi~tplv-noop.image?dr=18692&refresh_token=72691c6f&x-expires=1787658258&x-signature=AMGZ27vsXJqq4hRIHJRRCqHG%2Bj0%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=",2026-08-25 05:39 UTC
v26044gc0000d8a7d8fog65t1o4frhv0,20260525,camheodfl,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-useast2a-p-0037-euttp/oIERHCQo6wfBiSD7BQf8FHAmIaQj6AShDHFq7E~tplv-noop.image?dr=18692&refresh_token=494213c7&x-expires=1787658333&x-signature=u1gHi48F7M86TXuluZyLCJHjWzU%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Video",2026-08-25 05:39 UTC
v24044gl0000d14r7ovog65i4a8dotu0,20250611,marinacorreiar,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ogoyQT7EADEX4ghR4aDBfFYkPFkejQSRRbSGAY~tplv-noop.image?dr=18692&refresh_token=ee2c7bde&x-expires=1787658265&x-signature=LSwpzN%2FvHOOxNC6WNkqlop54DmU%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v24044gl0000d7ck51fog65otcckior0,20260410,achra1056,,,Promotional Content,"[{""url"": ""https://v77.tiktokcdn.com/f48d7bc0c5d64cbb7b993fa642edb22d/6a8d8043/video/tos/useast2a/tos-useast2a-ve-68c810-euttp/okCxI0KA6JFiCyiIPYEQSXAylRwf2C4Zk37IGB/?a=475769&bti=ODM6N2YuLjY6&&bt=1149&ft=.NpOcInz7ThtzykGXq8Zmo&mime_type=video_mp4&rc=aDYzMzY7OTtmaTQ1ZzhnZ0BpM3JuZnI5cjRuOjMzbzczNUBeYD",2026-08-25 05:39 UTC
v0f044gc0000cmgs9qvog65q2gg5o3ig,20240112,xu_a..7,,,Promotional Content,[],2026-08-25 05:39 UTC
v24044gl0000d5cipsnog65jeo0h7epg,20260103,lorianerzo,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ocAqFzLIBiIb9ZdZ8aBgYZvs1EzVDkTRBiuIE~tplv-noop.image?dr=18692&refresh_token=9e6025be&x-expires=1787658321&x-signature=%2B137%2FQc5aV2BZFo499ijAiQIdCM%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v",2026-08-25 05:39 UTC
v0f044gc0000ct6618vog65pe7677n50,20241201,laviedechlochette,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/oIjMjuQTfAIyGCt8CDRn5gBUYEDPFEen4GFQCy~tplv-noop.image?dr=18692&refresh_token=ce5c6782&x-expires=1787658269&x-signature=SicsXs6OuN1%2FY23Qmekesw9JwnE%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=",2026-08-25 05:39 UTC
v26044gc0000d82b65nog65jodlkp7ng,20260513,maeeferrer,,,Paid Partnership,"[{""url"": ""https://v77.tiktokcdn.com/7af99fc1262a38b180048f4bf1ec8cd9/6a8d8024/video/tos/useast2a/tos-useast2a-ve-0068c001-euttp/oYGoWexpKAzegGYDAQseEZYYb41ek0sgNRGwJI/?a=475769&bti=ODM6N2YuLjY6&&bt=1458&ft=.NpOcInz7ThtzykGXq8Zmo&mime_type=video_mp4&rc=aTc2Z2g2O2k5NjQ3O2ZoOkBpajpuZ205cjhlOzMzZjczNUBg",2026-08-25 05:39 UTC
v24044gl0000d7bsqb7og65l2ovg1t70,20260409,leahinatea,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oUPLb9d7f0j5EwiRz8AiFCSBAcFO6IIXN1yADC~tplv-noop.image?dr=18692&refresh_token=fe1fdf5b&x-expires=1787658270&x-signature=WyKz8pTjKJdStEgPAfiTNrnUDac%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v24044gl0000d5f9pkvog65ncs5j80o0,20260107,iambilalhassani,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/o0cDBFfELgXNpTgkzQBzRoAG2hQqFZEGDuipne~tplv-noop.image?dr=18692&refresh_token=885c0f38&x-expires=1787658297&x-signature=WXA4StJs1ue4%2BMTcBKZMJLoVErk%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v24044gl0000d3n27rfog65igjetun60,20251014,wendyvnera,,,Paid Partnership,"[{""cover_image_url"": ""https://p19-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ogc3AuGQegjlLH9feQeGGEbDKKcQSIRdAIWwwg~tplv-noop.image?dr=18692&refresh_token=14016699&x-expires=1787658267&x-signature=vJF%2Bq1Dxt%2BoYaaEw9eqbCRJXUjI%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=",2026-08-25 05:39 UTC
